"item_id","true_label","new_itemid"
944365069,2,7030
944365070,1,4374
944365071,2,1407
944365072,2,3479
944365073,1,3681
944365074,2,6301
944365075,1,7136
944365076,2,261
944365077,2,179
944365078,1,4568
944365079,1,3560
944365080,2,1853
944365081,2,3818
944365082,2,3222
944365083,2,5429
944365084,1,160
944365085,2,503
944365086,1,3975
944365087,1,2626
944365088,1,6431
944365089,2,5971
944365090,1,540
944365091,1,2641
944365092,2,1105
944365093,2,7040
944365094,2,255
944365095,1,4001
944365096,1,2221
944365097,2,657
944365098,2,1725
944365099,1,3020
944365100,1,2240
944365101,2,552
944365102,2,430
944365103,2,2951
944365104,2,4966
944365105,2,7296
944365106,2,6100
944365107,1,5372
944365108,1,6440
944365109,1,6710
944365110,1,3032
944365111,1,655
944365112,2,6511
944365113,1,3124
944365114,1,7016
944365115,2,7205
944365116,2,5043
944365117,2,4840
944365118,1,4262
944365119,2,778
944365120,2,2927
944365121,2,3903
944365122,1,3009
944365123,1,7186
944365124,1,4234
944365125,2,6272
944365126,1,6397
944365128,2,4604
944365129,1,4641
944365130,2,5323
944365131,2,1394
944365132,2,3277
944365133,2,1129
944365134,1,934
944365135,1,1771
944365136,1,5707
944365137,1,2443
944365138,1,4877
944365139,2,3879
944365140,2,6
944365141,2,1823
944365142,1,1742
944365143,1,6691
944365144,2,3041
944365145,1,3660
944365147,1,3221
944365148,2,3822
944365149,1,748
944365150,1,235
944365151,1,6174
944365152,1,2128
944365153,2,409
944365154,2,5768
944365155,2,5212
944365156,2,1902
944365157,2,5746
944365158,2,942
944365159,2,6125
944365160,1,166
944365161,2,4326
944365162,2,5140
944365163,1,5921
944365164,1,4919
944365165,1,6882
944365166,1,701
944365167,2,1073
944365168,2,6223
944365169,1,36
944365170,1,3842
944365171,1,3997
944365172,2,3800
944365173,2,3790
944365174,1,4083
944365175,1,5910
944365176,1,1042
944365177,2,5871
944365178,2,2312
944365179,2,3252
944365180,2,944
944365181,2,4126
944365182,2,1615
944365183,1,1041
944365184,1,6107
944365185,1,3436
944365186,1,1688
944365187,2,1868
944365188,1,1755
944365189,2,3728
944365190,1,471
944365191,1,5864
944365192,2,4848
944365193,2,251
944365194,2,4028
944365195,2,557
944365196,1,5468
944365197,1,2033
944365198,2,6726
944365199,1,7267
944365200,2,1635
944365201,1,3531
944365202,2,1039
944365203,2,1018
944365204,1,2311
944365205,1,5893
944365206,1,1330
944365207,1,6746
944365208,1,6635
944365209,1,4355
944365210,2,2023
944365211,1,1672
944365212,1,5273
944365213,2,651
944365214,1,3608
944365215,2,3787
944365216,1,2603
944365217,2,5696
944365218,1,6811
944365219,1,3503
944365220,2,1414
944365221,1,2371
944365222,1,3171
944365223,2,1528
944365224,1,6238
944365225,2,3179
944365226,2,7141
944365227,2,4610
944365228,1,1709
944365229,2,2747
944365230,1,789
944365231,2,362
944365232,2,5791
944365233,2,5235
944365234,2,348
944365235,2,5358
944365236,1,200
944365237,2,3005
944365238,2,5520
944365239,2,1560
944365240,2,5894
944365241,2,7336
944365242,1,6791
944365243,1,4052
944365244,1,4260
944365245,1,3506
944365246,1,318
944365247,1,3244
944365248,2,527
944365249,2,2555
944365250,2,839
944365251,2,20
944365252,1,1112
944365253,2,4933
944365254,1,5574
944365255,1,4687
944365256,2,3690
944365257,2,6813
944365258,2,6409
944365259,1,5912
944365260,2,6715
944365261,1,7065
944365262,1,4614
944365263,2,2382
944365264,2,2001
944365265,2,3598
944365266,2,5004
944365267,1,6130
944365268,1,3165
944365269,2,5481
944365270,2,2013
944365271,2,2154
944365273,1,952
944365274,1,3924
944365275,1,6419
944365276,2,2329
944365277,1,75
944365278,2,2436
944365279,2,725
944365280,1,579
944365281,2,1253
944365282,2,5088
944365283,1,5941
944365284,2,5525
944365285,1,7239
944365286,2,2994
944365287,1,3905
944365288,1,408
944365289,1,4105
944365290,2,227
944365291,2,715
944365292,2,1870
944365293,2,1674
944365294,1,1783
944365295,1,1830
944365296,2,779
944365297,2,3862
944365298,2,4350
944365299,2,6400
944365300,2,5317
944365301,2,2200
944365302,1,2385
944365303,1,3662
944365304,1,4248
944365305,2,1093
944365306,2,4756
944365307,2,6611
944365308,2,1298
944365309,1,4998
944365310,2,6912
944365311,1,1341
944365312,2,3547
944365313,1,6470
944365314,2,5779
944365315,2,4802
944365316,1,3933
944365317,2,2557
944365318,2,7126
944365319,2,2591
944365320,2,4826
944365322,2,558
944365324,2,253
944365325,2,2496
944365326,1,3614
944365327,1,6066
944365328,2,3104
944365329,1,973
944365330,1,689
944365331,2,7098
944365332,2,4647
944365333,1,6094
944365334,1,6926
944365335,2,186
944365336,1,5260
944365337,2,3183
944365338,2,6540
944365339,1,2177
944365340,1,3796
944365341,2,1088
944365342,2,5797
944365343,1,4063
944365344,2,1322
944365345,1,4377
944365346,1,607
944365347,2,5396
944365348,1,4331
944365349,1,5803
944365350,2,891
944365351,2,6229
944365352,2,3865
944365353,1,5660
944365354,2,4315
944365355,1,4747
944365356,2,4218
944365357,1,4815
944365358,2,5154
944365359,1,7002
944365360,2,4411
944365361,2,1179
944365362,1,2060
944365363,2,4625
944365364,1,1028
944365365,2,645
944365366,1,6556
944365367,2,5737
944365368,1,5329
944365369,2,1962
944365370,2,2125
944365371,2,2299
944365372,1,6043
944365373,1,1106
944365374,1,3143
944365375,2,5156
944365376,2,6837
944365377,1,6548
944365378,1,3688
944365379,1,980
944365380,1,6155
944365381,2,6644
944365382,1,2654
944365383,1,5782
944365384,1,1309
944365385,2,6918
944365386,2,4587
944365387,2,2685
944365388,2,4131
944365389,1,1623
944365390,1,4562
944365391,2,2388
944365392,1,4285
944365393,2,1250
944365394,2,7069
944365395,1,3820
944365396,1,4338
944365397,1,4565
944365398,1,1170
944365399,1,6063
944365400,1,5087
944365401,2,23
944365403,2,5386
944365404,2,3129
944365405,2,1128
944365406,1,5577
944365407,1,3665
944365408,1,6888
944365409,2,1843
944365410,1,6972
944365411,1,17
944365412,2,140
944365413,2,4109
944365414,2,3394
944365415,1,7149
944365416,2,2038
944365417,2,1277
944365418,2,6941
944365419,1,132
944365420,2,1694
944365421,1,1293
944365422,1,7282
944365423,1,1222
944365424,1,2873
944365425,2,436
944365426,1,867
944365427,1,7265
944365428,2,68
944365429,1,3069
944365430,2,5065
944365431,2,1695
944365432,1,3228
944365433,2,1458
944365434,1,7213
944365435,2,1662
944365436,1,6525
944365437,1,2457
944365438,2,5928
944365439,2,180
944365440,2,1555
944365441,1,2646
944365442,2,1731
944365443,2,4215
944365444,2,919
944365445,2,2945
944365446,2,2044
944365447,1,5307
944365448,2,2435
944365449,2,4461
944365450,2,3989
944365451,1,4343
944365452,2,5344
944365453,2,4033
944365454,2,900
944365455,1,1807
944365456,1,9
944365457,2,3625
944365458,1,5032
944365459,2,4861
944365460,1,2026
944365461,1,6814
944365462,1,4801
944365463,2,6443
944365464,2,256
944365465,2,1950
944365466,2,5061
944365467,2,2741
944365468,2,7085
944365469,1,638
944365470,1,2317
944365472,2,4282
944365473,2,1241
944365474,2,897
944365475,1,6501
944365476,2,3311
944365477,1,6249
944365478,2,4106
944365479,1,3806
944365480,1,2795
944365481,2,6854
944365482,1,7235
944365483,2,5949
944365484,1,457
944365485,2,3874
944365486,1,6257
944365487,1,3102
944365488,2,4714
944365489,1,3320
944365490,1,1443
944365491,2,3871
944365492,2,806
944365493,1,323
944365494,2,5692
944365495,1,291
944365496,1,5955
944365497,2,1036
944365498,1,7245
944365499,2,6554
944365500,1,2361
944365501,1,733
944365502,2,3913
944365503,1,6785
944365504,2,4528
944365505,1,1442
944365506,1,6893
944365507,2,2195
944365508,2,1107
944365509,1,327
944365510,1,4439
944365511,2,242
944365512,1,1133
944365514,2,2734
944365515,2,2328
944365516,1,1557
944365517,2,3955
944365518,1,2863
944365519,1,2650
944365520,2,6370
944365521,1,564
944365522,2,1926
944365523,2,6850
944365524,2,7100
944365525,1,2096
944365526,1,1733
944365527,1,2720
944365528,2,7044
944365529,1,5304
944365530,1,6014
944365531,2,6448
944365532,1,4616
944365533,1,4831
944365534,1,6905
944365535,1,6673
944365536,2,4413
944365537,2,1049
944365538,1,1393
944365539,1,2622
944365540,2,1593
944365541,1,6246
944365542,1,4619
944365543,2,1603
944365545,1,3084
944365546,2,2163
944365547,2,3532
944365548,1,1198
944365549,2,767
944365550,2,1468
944365551,1,3960
944365552,2,6344
944365553,1,533
944365554,1,3155
944365555,1,4507
944365556,2,4108
944365557,2,4257
944365558,2,6383
944365559,2,4931
944365560,2,5609
944365561,1,5514
944365562,2,4088
944365563,1,2298
944365564,2,5374
944365565,1,7244
944365566,1,6458
944365567,2,1509
944365568,2,3192
944365569,2,4514
944365570,1,3986
944365571,2,4703
944365572,2,4841
944365573,2,6471
944365574,2,2865
944365575,2,5960
944365576,1,6033
944365577,1,2529
944365578,1,449
944365579,1,3071
944365580,1,984
944365581,2,5243
944365582,2,2504
944365583,2,5517
944365584,2,2481
944365585,1,5052
944365586,1,4438
944365587,1,5259
944365588,1,4935
944365589,1,2629
944365590,1,7287
944365591,2,4216
944365592,2,6595
944365593,2,2934
944365594,1,544
944365595,1,5537
944365596,2,2100
944365597,2,4267
944365598,2,5215
944365599,1,4582
944365600,1,5213
944365601,1,3938
944365602,1,2898
944365603,1,6416
944365604,1,848
944365605,1,6592
944365606,2,2069
944365607,2,6945
944365608,2,5253
944365609,2,5683
944365610,1,7024
944365611,1,5008
944365612,2,1826
944365613,1,2
944365614,1,883
944365615,1,7318
944365616,1,4230
944365617,2,5780
944365618,1,6310
944365619,1,6085
944365620,2,4488
944365622,2,3993
944365623,1,6019
944365624,2,4478
944365625,2,2338
944365626,2,2228
944365627,1,1486
944365628,1,7168
944365629,2,5098
944365630,2,604
944365631,2,796
944365632,1,4720
944365633,2,6247
944365634,2,1218
944365635,2,7306
944365636,2,1063
944365637,2,674
944365638,2,4361
944365639,2,3564
944365640,2,3783
944365641,2,446
944365642,2,4172
944365644,2,1959
944365645,1,4949
944365646,2,5326
944365647,1,224
944365648,1,3427
944365649,1,1297
944365650,1,2619
944365651,2,2607
944365652,1,1653
944365653,2,3101
944365654,2,6985
944365655,2,3603
944365656,1,5320
944365658,1,3242
944365659,2,4034
944365660,1,825
944365661,1,6876
944365662,2,764
944365663,2,580
944365664,2,1001
944365665,2,6227
944365666,1,7097
944365667,1,819
944365668,1,1642
944365669,1,7023
944365670,1,1824
944365671,2,3346
944365672,2,1579
944365673,2,2698
944365674,2,2509
944365675,1,3990
944365676,1,6874
944365677,2,4115
944365678,1,1234
944365679,2,586
944365680,2,1536
944365682,1,4062
944365683,2,3929
944365684,1,2667
944365685,1,3713
944365686,2,916
944365687,1,4824
944365688,1,3763
944365689,2,6041
944365690,2,1740
944365691,2,3846
944365692,2,7132
944365693,2,6865
944365694,1,6204
944365695,2,7167
944365696,1,5399
944365697,2,683
944365698,2,5541
944365699,1,1932
944365700,1,103
944365701,2,5634
944365702,1,3037
944365703,2,4936
944365704,2,5964
944365705,1,4955
944365706,1,5663
944365707,2,4609
944365708,1,3799
944365709,2,5340
944365710,1,6020
944365711,2,6909
944365712,1,2142
944365713,2,5247
944365714,2,713
944365715,2,4567
944365716,1,6372
944365717,1,5666
944365719,1,572
944365720,2,5896
944365721,1,6181
944365722,1,2681
944365723,1,3984
944365724,1,6192
944365725,2,1889
944365726,2,3983
944365727,1,2535
944365728,1,199
944365729,1,258
944365730,1,297
944365731,2,3558
944365732,1,4055
944365733,2,6411
944365734,2,1473
944365735,1,6572
944365736,2,2095
944365737,1,276
944365738,2,726
944365739,1,4095
944365740,2,601
944365741,2,1248
944365742,2,1913
944365743,1,452
944365744,2,3321
944365745,2,1146
944365746,2,3542
944365747,2,4040
944365748,1,2151
944365749,1,1490
944365750,2,6138
944365751,2,1030
944365752,1,5002
944365753,2,2454
944365754,2,1244
944365755,1,1356
944365756,1,3859
944365757,2,5210
944365758,2,3306
944365759,1,3472
944365760,1,5373
944365761,2,1613
944365762,2,6973
944365763,1,2856
944365764,2,6391
944365765,1,3940
944365766,1,5738
944365767,2,1397
944365768,2,7190
944365769,1,3431
944365770,2,450
944365772,1,119
944365773,1,6239
944365775,1,1469
944365776,1,5056
944365777,1,698
944365778,1,5044
944365779,2,49
944365780,2,2499
944365781,1,1029
944365782,2,3611
944365783,2,2171
944365784,1,279
944365785,2,1650
944365786,1,968
944365787,1,4591
944365788,1,3133
944365789,1,2588
944365790,1,961
944365791,1,477
944365792,2,2402
944365793,1,4704
944365794,1,4151
944365795,1,1559
944365796,1,831
944365797,2,3740
944365798,1,6005
944365799,1,6817
944365800,1,7291
944365801,1,5364
944365802,1,2680
944365803,2,2093
944365804,1,5777
944365805,1,5045
944365806,2,643
944365807,2,487
944365808,2,115
944365809,2,6216
944365810,1,3926
944365811,1,6825
944365812,1,6009
944365813,2,4962
944365814,2,2933
944365815,2,5084
944365816,2,5642
944365817,2,485
944365818,2,2602
944365819,1,6792
944365820,1,6274
944365821,2,1446
944365822,2,2082
944365823,1,2325
944365824,1,4893
944365825,2,4225
944365826,2,1633
944365827,1,3063
944365828,1,379
944365829,1,1788
944365830,1,6306
944365831,2,2808
944365832,2,6580
944365833,2,2479
944365834,1,1077
944365835,2,2773
944365836,1,6645
944365837,2,5753
944365838,1,5409
944365839,1,3580
944365840,2,7274
944365841,1,2321
944365842,2,7174
944365843,1,1817
944365844,2,4573
944365845,2,1110
944365846,2,2958
944365847,1,2333
944365848,1,905
944365849,2,5282
944365850,2,1568
944365851,1,5106
944365852,2,536
944365853,2,2079
944365854,1,3569
944365856,1,6852
944365857,2,4570
944365858,1,3680
944365859,1,1118
944365860,1,1885
944365861,1,6088
944365862,2,4556
944365864,1,6575
944365865,1,2724
944365866,1,6078
944365867,1,137
944365868,1,5092
944365869,1,6040
944365870,1,1727
944365871,1,3761
944365872,2,3493
944365873,2,1867
944365874,1,4198
944365875,1,3297
944365876,1,3237
944365877,1,6095
944365878,1,2135
944365879,1,4702
944365880,1,571
944365881,1,760
944365882,1,700
944365883,2,5450
944365884,2,5352
944365885,1,6600
944365886,1,578
944365887,1,6176
944365888,1,5536
944365889,1,3945
944365890,2,202
944365891,2,2275
944365893,1,3999
944365894,1,2218
944365895,2,2367
944365896,2,5137
944365897,2,2652
944365898,2,2600
944365899,2,5305
944365900,2,7271
944365901,1,1371
944365902,2,4653
944365903,2,447
944365904,1,1939
944365905,1,3646
944365906,1,5149
944365907,1,6295
944365908,1,5522
944365910,1,3406
944365911,1,3519
944365912,1,1117
944365913,2,1896
944365914,1,3486
944365915,1,4910
944365916,1,7117
944365917,1,3910
944365918,1,6757
944365919,1,5718
944365920,1,6213
944365921,1,807
944365922,2,3670
944365923,1,5669
944365924,1,1698
944365925,1,1161
944365926,1,939
944365927,1,3501
944365928,2,2469
944365929,2,6996
944365930,2,1332
944365931,2,4894
944365932,1,5303
944365933,2,2634
944365934,1,3398
944365935,2,3010
944365936,2,1296
944365938,2,3208
944365939,1,5595
944365940,1,1883
944365941,2,1658
944365942,2,3395
944365943,2,2536
944365944,2,5996
944365945,1,6428
944365946,1,3936
944365947,1,5676
944365948,2,5600
944365949,2,5207
944365950,2,4356
944365951,1,1291
944365952,1,1453
944365953,1,6884
944365954,1,1376
944365955,2,4583
944365956,1,3061
944365957,2,3992
944365958,1,4202
944365959,2,128
944365960,1,6935
944365961,2,6526
944365962,2,5500
944365963,1,4508
944365964,2,5512
944365965,1,5988
944365966,2,2727
944365967,1,746
944365968,2,1348
944365969,1,4211
944365970,2,3923
944365971,1,6527
944365972,1,2991
944365973,2,4926
944365974,1,4342
944365975,1,170
944365976,2,3626
944365977,2,925
944365978,1,2024
944365979,1,5535
944365980,2,7119
944365981,2,6034
944365982,2,5171
944365983,2,1055
944365984,1,4685
944365985,2,6244
944365986,1,6668
944365987,1,5936
944365988,1,2104
944365989,2,6418
944365990,2,5441
944365991,1,1741
944365992,2,2461
944365993,2,3730
944365994,1,3282
944365995,1,4843
944365996,2,5706
944365998,2,1283
944365999,1,7280
944366000,2,1686
944366001,2,4772
944366002,1,1706
944366003,1,3238
944366004,2,225
944366005,2,7164
944366006,2,4073
944366007,1,2988
944366008,2,1193
944366009,1,3388
944366010,1,2347
944366011,2,5799
944366012,1,1324
944366013,1,5152
944366014,2,44
944366015,1,2253
944366016,1,7116
944366017,1,3824
944366018,1,5103
944366019,1,6133
944366020,2,5616
944366021,1,1494
944366022,2,570
944366023,2,2054
944366024,1,6270
944366025,1,1051
944366026,1,7070
944366027,2,5488
944366028,1,522
944366029,1,2384
944366031,1,13
944366032,2,2287
944366033,2,7074
944366034,2,914
944366035,2,5289
944366036,2,3319
944366037,1,3259
944366038,2,6655
944366039,2,3795
944366040,1,5242
944366041,2,1792
944366042,2,3709
944366043,1,602
944366044,1,5274
944366045,2,5031
944366046,2,6016
944366047,1,5612
944366048,2,977
944366049,2,1475
944366050,1,1809
944366051,2,4348
944366053,1,871
944366054,2,6629
944366055,1,978
944366056,1,4638
944366057,1,5380
944366059,1,6849
944366060,1,133
944366061,1,2421
944366062,2,3040
944366063,2,894
944366064,1,3162
944366065,1,2055
944366066,1,2714
944366067,1,1596
944366068,2,5703
944366069,1,3174
944366070,2,3197
944366071,2,4603
944366072,1,3348
944366073,1,7198
944366074,1,5775
944366076,2,4424
944366077,2,5993
944366078,1,6320
944366079,1,6552
944366080,2,2923
944366081,2,4599
944366083,2,5621
944366084,1,2914
944366085,1,6121
944366086,1,3599
944366087,1,1491
944366088,2,985
944366089,2,4129
944366090,2,1115
944366091,2,2767
944366092,1,2256
944366093,2,3919
944366094,2,3830
944366095,1,6976
944366096,1,3953
944366097,2,4223
944366098,2,7060
944366099,1,5079
944366100,1,3442
944366101,1,2983
944366102,1,3711
944366103,2,150
944366104,1,6872
944366105,2,473
944366106,2,5619
944366107,1,650
944366108,1,30
944366109,1,1338
944366110,2,4162
944366111,2,5086
944366112,1,2577
944366113,1,1565
944366114,1,6946
944366115,2,3886
944366116,2,1351
944366117,2,3142
944366118,1,1249
944366119,1,5635
944366120,2,7143
944366121,1,1546
944366122,1,4264
944366123,1,4661
944366124,2,6718
944366125,1,5276
944366126,1,1191
944366127,1,1612
944366128,2,2764
944366129,1,6423
944366130,2,6987
944366131,2,7053
944366132,2,24
944366133,2,4359
944366134,1,5132
944366135,1,6862
944366136,1,898
944366137,2,5883
944366138,2,6900
944366139,1,1154
944366140,2,2690
944366141,2,4027
944366142,2,1637
944366143,2,2406
944366144,1,4442
944366145,2,5451
944366146,2,4751
944366147,1,78
944366148,1,5231
944366149,2,2517
944366150,2,3942
944366151,2,4484
944366152,2,3456
944366153,1,4163
944366154,1,7005
944366155,2,3099
944366156,2,4947
944366157,1,4710
944366158,2,470
944366159,1,1418
944366160,1,932
944366161,2,3840
944366162,2,2111
944366163,1,6557
944366164,2,6845
944366165,2,4339
944366166,2,775
944366167,2,6993
944366168,1,7329
944366170,1,2194
944366171,2,4183
944366173,1,1671
944366174,1,4376
944366175,1,1299
944366176,2,4792
944366177,2,1174
944366178,2,4368
944366179,1,1237
944366180,1,4139
944366181,1,6375
944366182,2,1461
944366183,2,5688
944366184,1,6747
944366185,1,484
944366186,1,3256
944366187,1,107
944366188,1,7290
944366189,2,4272
944366190,1,1391
944366191,2,6596
944366192,2,5632
944366193,1,2582
944366194,1,4695
944366195,2,5363
944366196,2,4400
944366197,1,4047
944366198,2,5884
944366199,1,710
944366200,1,5553
944366201,1,5250
944366202,2,1059
944366203,2,3914
944366204,2,5219
944366205,2,600
944366206,2,4658
944366208,1,66
944366209,2,1756
944366210,2,5078
944366211,2,1631
944366212,2,814
944366213,2,1961
944366214,2,6013
944366215,1,6808
944366216,1,3995
944366217,1,69
944366218,1,3760
944366219,1,1214
944366220,1,7208
944366221,2,6776
944366222,2,5051
944366223,1,2586
944366224,2,5124
944366225,2,5597
944366226,2,2491
944366227,2,5501
944366228,1,911
944366229,1,3022
944366230,2,5900
944366231,2,2887
944366232,1,5898
944366233,2,109
944366234,2,6243
944366235,2,4493
944366236,2,2012
944366237,1,3613
944366238,2,5286
944366239,2,4130
944366240,1,4690
944366241,2,4873
944366242,2,6037
944366243,1,3946
944366244,1,1781
944366245,1,6338
944366246,1,845
944366247,2,546
944366248,2,6162
944366249,2,5523
944366250,1,6439
944366251,2,1459
944366253,1,4445
944366254,2,1062
944366255,1,6438
944366256,1,1707
944366257,1,1157
944366258,2,6417
944366259,2,6856
944366260,2,6445
944366261,1,3746
944366262,1,73
944366263,2,2381
944366264,2,4739
944366265,1,2636
944366266,1,287
944366267,2,6473
944366268,2,3241
944366269,1,1512
944366270,2,3086
944366271,2,2753
944366272,1,5882
944366273,1,2963
944366274,1,4468
944366275,2,987
944366276,1,4691
944366277,2,125
944366278,2,609
944366279,1,537
944366280,2,1387
944366281,2,1645
944366282,2,783
944366283,2,1379
944366284,1,2271
944366285,2,5951
944366286,2,1585
944366287,1,6714
944366288,1,3015
944366289,1,1151
944366290,2,3640
944366291,2,64
944366292,1,3114
944366294,2,4128
944366295,2,2688
944366296,1,2868
944366297,2,5773
944366298,1,7252
944366299,2,2953
944366300,1,2439
944366301,1,1619
944366302,1,1382
944366303,1,1865
944366304,1,4470
944366306,1,2573
944366307,1,4723
944366308,2,614
944366309,2,4045
944366310,1,5828
944366311,2,5471
944366312,1,2663
944366313,1,6111
944366314,2,4680
944366315,1,4816
944366316,1,1056
944366317,2,2133
944366318,2,1399
944366319,1,6064
944366320,2,4738
944366321,2,3039
944366322,1,4727
944366323,2,5144
944366324,1,5342
944366325,2,3060
944366326,1,1489
944366327,1,6072
944366328,2,393
944366329,2,6098
944366330,1,6316
944366331,2,1668
944366332,2,6821
944366333,2,3648
944366334,2,2202
944366335,2,2363
944366336,2,1279
944366337,2,5422
944366338,1,5715
944366339,1,3467
944366340,1,6119
944366341,2,711
944366342,1,4265
944366343,2,4975
944366344,2,1802
944366345,2,6722
944366346,2,161
944366347,2,6363
944366348,2,4427
944366349,1,5237
944366350,2,5648
944366351,2,787
944366352,1,668
944366353,2,3120
944366354,2,5308
944366355,1,6502
944366356,1,4854
944366357,2,1314
944366358,2,1944
944366359,2,5887
944366360,2,6105
944366361,2,2687
944366362,1,5714
944366363,1,4464
944366364,1,1576
944366365,2,6749
944366366,1,2160
944366367,1,6831
944366368,2,2470
944366369,1,7227
944366370,2,5228
944366371,1,2605
944366372,2,2625
944366374,1,6940
944366375,2,6330
944366376,1,810
944366377,2,5650
944366378,1,4572
944366379,1,3232
944366380,2,4369
944366381,1,4737
944366382,2,3817
944366383,2,4850
944366384,1,1219
944366385,1,6962
944366386,2,4988
944366387,1,3426
944366388,2,252
944366389,1,2323
944366390,1,3151
944366391,2,219
944366392,1,3882
944366393,1,131
944366394,1,3507
944366395,1,4897
944366396,1,2042
944366397,2,3643
944366398,2,6871
944366399,1,2736
944366400,1,4243
944366401,1,4623
944366402,2,4961
944366403,1,2950
944366404,1,6508
944366405,1,6719
944366406,1,25
944366407,1,7122
944366408,2,5774
944366409,1,4416
944366410,1,4158
944366411,1,3714
944366412,1,5485
944366413,1,7064
944366415,2,3679
944366416,2,6496
944366417,2,6598
944366418,2,2208
944366419,1,2833
944366420,1,3586
944366421,1,3553
944366422,2,2730
944366423,2,5170
944366425,2,4091
944366427,1,6630
944366428,1,6666
944366429,1,2779
944366430,2,3330
944366431,2,4503
944366432,1,2891
944366433,1,7007
944366434,1,1308
944366435,1,3574
944366436,2,7106
944366437,1,7027
944366438,2,5589
944366439,1,4946
944366440,1,6510
944366441,1,7211
944366442,1,7029
944366444,1,1467
944366445,1,1047
944366446,1,5885
944366447,2,5060
944366448,1,2775
944366449,1,1718
944366450,2,1481
944366451,2,6868
944366452,1,1452
944366453,2,6233
944366454,1,6104
944366455,2,3857
944366456,1,2169
944366457,1,6103
944366458,2,6260
944366459,1,4913
944366460,1,6574
944366461,1,1790
944366462,1,5224
944366463,1,5234
944366464,2,5166
944366465,2,3347
944366466,2,1591
944366467,2,3687
944366468,1,6208
944366469,1,5546
944366470,2,5135
944366471,1,3361
944366472,1,7300
944366473,2,3911
944366474,1,4197
944366475,1,5413
944366476,2,6665
944366477,2,7072
944366478,2,3634
944366479,1,168
944366480,1,5469
944366481,2,2746
944366482,2,6302
944366483,1,4842
944366484,2,6742
944366485,2,6030
944366486,1,2949
944366487,2,2906
944366488,2,3653
944366489,1,6723
944366490,1,6543
944366491,1,4261
944366492,1,2145
944366493,1,3686
944366494,1,1071
944366495,1,95
944366496,1,4753
944366497,1,2043
944366498,2,2272
944366499,1,4543
944366500,1,5865
944366501,2,2782
944366502,1,313
944366503,1,4857
944366504,1,2427
944366505,2,6692
944366506,1,1448
944366507,2,5214
944366508,2,2269
944366509,1,4280
944366510,2,1854
944366511,1,4839
944366512,1,7108
944366513,1,5868
944366514,1,3632
944366515,2,1646
944366516,2,2424
944366517,2,2017
944366518,1,2165
944366519,1,6807
944366520,1,7193
944366521,1,1185
944366522,1,7148
944366523,1,4818
944366524,2,1953
944366525,1,6376
944366526,1,1336
944366527,2,3262
944366528,1,6697
944366529,1,398
944366530,1,7068
944366531,2,4302
944366532,2,2825
944366533,1,2456
944366534,1,4412
944366535,2,5977
944366536,2,3097
944366537,2,5444
944366538,2,3131
944366539,2,2320
944366540,2,4995
944366541,2,4754
944366542,1,5604
944366543,1,6848
944366544,1,3016
944366545,1,1935
944366546,2,2643
944366547,1,3328
944366548,2,835
944366549,2,4430
944366550,2,2534
944366551,1,3488
944366553,2,7243
944366554,2,849
944366555,1,1928
944366556,2,1027
944366557,1,1211
944366558,1,1762
944366559,1,5295
944366560,1,2326
944366561,2,5350
944366562,2,990
944366563,2,1678
944366564,2,1505
944366565,1,7075
944366566,1,7061
944366567,1,6847
944366568,1,2211
944366569,2,1425
944366570,2,4534
944366571,1,5059
944366572,1,573
944366573,2,514
944366574,2,3674
944366575,2,1523
944366576,1,396
944366577,2,7319
944366578,2,4150
944366579,2,4295
944366580,1,4388
944366581,2,2219
944366582,2,664
944366583,2,4486
944366584,2,3088
944366585,2,1033
944366586,2,6518
944366587,2,3815
944366588,2,4712
944366589,1,4433
944366591,1,1197
944366592,1,2322
944366593,1,6297
944366594,2,238
944366595,2,7086
944366596,1,1173
944366597,1,1070
944366598,1,4122
944366599,2,6969
944366601,1,4953
944366602,1,5034
944366603,1,3045
944366604,1,4011
944366605,2,3387
944366606,1,1196
944366607,1,3797
944366608,2,1329
944366609,2,6222
944366610,1,4292
944366611,2,4915
944366612,2,7176
944366613,2,6362
944366614,1,1829
944366615,1,1202
944366616,1,1142
944366617,1,5558
944366618,1,5011
944366619,1,5655
944366620,1,6953
944366621,2,7133
944366622,1,3568
944366623,1,1427
944366624,1,1232
944366625,2,4481
944366626,1,2972
944366627,2,3491
944366628,1,3423
944366629,2,5785
944366630,2,5432
944366631,1,1420
944366632,2,3744
944366633,1,4136
944366634,1,2174
944366635,2,1849
944366636,1,2713
944366637,2,5880
944366638,1,6242
944366639,2,2806
944366640,1,3312
944366641,1,3315
944366642,2,1542
944366643,2,1684
944366644,1,2915
944366645,1,1187
944366646,2,1663
944366647,1,997
944366648,2,3591
944366649,1,4971
944366651,1,5080
944366652,1,6193
944366653,1,1140
944366654,2,3418
944366655,2,6519
944366656,2,6081
944366657,2,595
944366658,2,5979
944366659,2,1045
944366660,1,5267
944366661,2,6913
944366662,1,4681
944366663,2,5584
944366664,1,5019
944366665,2,6810
944366666,1,621
944366667,2,6920
944366668,1,6978
944366669,1,455
944366670,1,7041
944366671,2,6435
944366672,1,6844
944366673,2,6241
944366674,1,1428
944366675,1,4902
944366676,2,1498
944366678,2,5397
944366679,1,4782
944366680,1,5521
944366681,1,4006
944366682,1,5046
944366683,2,4137
944366684,2,3176
944366685,1,3478
944366686,2,220
944366687,2,4696
