"content_length","spelling_errors_ratio","numberOfLinks","non_markup_alphanum_characters","linkwordscore","image_ratio","html_ratio","frameTagRatio","avglinksize","is_news_1","is_news_.","news_front_page_0","news_front_page_.","news_front_page_1","hasDomainLink_0","hasDomainLink_1","alchemy_category_business","alchemy_category_recreation","alchemy_category_health","alchemy_category_sports","alchemy_category_.","alchemy_category_arts_entertainment","alchemy_category_science_technology","alchemy_category_gaming","alchemy_category_culture_politics","alchemy_category_computer_internet","alchemy_category_law_crime","alchemy_category_religion","alchemy_category_weather","alchemy_category_unknown","lengthyLinkDomain_1","lengthyLinkDomain_0","dummy"
0.118744,0.096831,0.076061,0.029064,0.08,0.009177,0.116366875,0.017361,0.000581,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.139985,0.07661,0.038831,0.03973,0.14,0.009285,0.217601765,0.053676,0.004529,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.03554,0.088608,0.030224,0.01294,0.27,0.009574,0.261731113,0.056478,0.00399,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.015853,0.101852,0.007406,0.001188,0.47,0.013615,0.158097149,0.027304,0.013381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.000207,0,0.038831,0.053815,0.18,0,0.236681077,0.095703,0.008574,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.014714,0.161074,0.027222,0.009262,0.36,0.009763,0.223782553,0.037445,0.003869,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.073464,0.089686,0.007406,0.015306,0.19,0.008892,0.33417905,0.056122,0.012091,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.304217,0.095306,0.027822,0.085549,0.08,0.008774,0.250096396,0.032362,0.006265,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.001347,0.083333,0.028223,0.001188,0.86,0,0.252054709,0.084071,0.005591,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.535489,0.073079,0.090472,0.108491,0.14,0.009028,0.238027106,0.042992,0.005367,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.038856,0.069705,0.009207,0.011238,0.28,0.008889,0.300820604,0.058824,0.011672,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.025904,0.108434,0.024219,0.027569,0.18,0.009764,0.238398237,0.030349,0.007346,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.031396,0.105442,0.029023,0.015186,0.32,0.009887,0.223293283,0.045603,0.006128,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.042068,0.122951,0.080665,0.013897,0.62,0.01012,0.21084825,0.037333,0.006745,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.003316,0.030303,0.001401,0.000337,0.64,0.00984,0.353527958,0.174603,0.011806,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.043622,0.106509,0.03723,0.015205,0.28,0.009158,0.22092841,0.020561,0.004241,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.184126,0.117988,0.066253,0.082721,0.19,0.008857,0.21170721,0.018868,0.01075,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.036784,0.078014,0.032426,0.034094,0.16,0.009759,0.19532993,0.015645,0.004479,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.010569,0.076923,0.010809,0.006824,0.28,0.009728,0.243838028,0.083612,0.006161,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.011812,0.056075,0.052642,0.024602,0.26,0.014968,0.187776958,0.03322,0.010386,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.223397,0.104072,0.002202,0.040899,0.04,0.008763,0.43584507,0.022222,0.021037,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.029531,0.098246,0.022818,0.035792,0.13,0.009968,0.225890032,0.059819,0.006858,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.054709,0.132898,0.060649,0.057369,0.17,0.010013,0.24114533,0.039837,0.005001,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.010362,0.090909,0.041033,0.00604,0.63,0.011325,0.163647749,0.043943,0.00544,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.01233,0.172414,0.121497,0.041168,0.23,0.01731,0.176039405,0.020417,0.004279,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.039581,0.092219,0.077462,0.024006,0.46,0.011125,0.20912179,0.042437,0.006879,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.105274,0.100116,0.021417,0.026867,0.16,0.009109,0.238182633,0.018908,0.007624,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.005492,0.060606,0.063851,0.005001,0.72,0.01312,0.139928928,0.030644,0.004212,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.007875,0.059701,0.036629,0.001024,0.85,0.016217,0.206994633,0.094955,0.004242,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.045798,0.094388,0.019616,0.017177,0.17,0.009401,0.238565635,0.074144,0.004828,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.032639,0.109434,0.042434,0.008444,0.54,0.011224,0.208669783,0.041096,0.005375,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.011709,0.10084,0.035829,0.006338,0.5,0.011035,0.177378489,0.060201,0.004746,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.224847,0.126734,0.035829,0.044111,0.14,0.008948,0.215302065,0.099631,0.005579,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.050979,0.056054,0.043235,0.033258,0.04,0.010201,0.164015858,0.023659,0.00551,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.021345,0.062802,0.048839,0.025155,0.3,0.010315,0.265110025,0.050228,0.004847,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.015439,0.043165,0.020416,0.011075,0.25,0.012018,0.24865215,0.062718,0.004195,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.000207,0.125,0.032226,0.024044,0.15,0,0.191786132,0.041339,0.004412,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.046213,0.041063,0.017614,0.010517,0.21,0.009005,0.209892511,0.064965,0.003869,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.010362,0.138298,0.014612,0.008079,0.15,0.009465,0.258988441,0.056548,0.002521,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.084033,0.103261,0.054444,0.071771,0.16,0.00904,0.226902006,0.021645,0.006178,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.008082,0.065934,0.014812,0.002688,0.49,0.010204,0.235416117,0.092063,0.0044,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.087452,0.084564,0.043235,0.144894,0.05,0.009173,0.239565078,0.00894,0.004712,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.033468,0.050314,0.014412,0.013768,0.19,0.011152,0.161456783,0,0.005628,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.008911,0.342857,0.014812,0.001053,0.64,0.010467,0.210577247,0.055085,0.003886,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0.540462,0.099681,0.030825,0.120605,0.07,0.008792,0.247607482,0.058511,0.0081,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.015957,0.096386,0.028823,0.006593,0.58,0.012612,0.212680745,0.042553,0.008373,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.011916,0.125,0.021217,0.006006,0.4,0.011454,0.202640151,0.035565,0.005116,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.017408,0.034483,0.022418,0.007276,0.4,0.011286,0.258385679,0.077329,0.005933,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.062066,0.094675,0.027222,0.02201,0.22,0.009017,0.230700774,0.017657,0.006209,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.012434,0.093023,0.024219,0.014869,0.2,0.010186,0.240322398,0.020979,0.003714,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.228577,0.079534,0.051641,0.108939,0.13,0.008781,0.264166667,0.014898,0.008514,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.108383,0.103627,0.020416,0.023972,0.16,0.009275,0.250540804,0.13912,0.006191,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.005388,0.061224,0.018215,0.016725,0.12,0.038058,0.174110137,0.020979,0.003363,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.120609,0.093692,0.019816,0.025693,0.08,0.008863,0.236179664,0.086397,0.003114,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.153041,0.046477,0.079664,0.004549,0.98,0.011401,0.134617968,0.00458,0.006509,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0.011398,0.086957,0.004003,5e-06,1,0.010092,0.29984901,0.120879,0.000131,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.000207,0.25,0.015612,0.008564,0.23,0,0.241272157,0.072917,0.004272,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.040928,0.100257,0.078062,0.011623,0.65,0.009235,0.20010694,0.036779,0.006812,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.135426,0.065348,0.047238,0.036662,0.26,0.009355,0.196452279,0.049446,0.007633,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.000207,1,0.017014,0.0303,0.1,0,0.263835865,0.050398,0.005315,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.088695,0.075949,0.038231,0.025203,0.2,0.00932,0.237322744,0.061856,0.004461,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.083826,0.104987,0.010008,0.025491,0.07,0.008804,0.275655034,0.076613,0.007554,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.000207,0.142857,0.02442,0.018677,0.25,0,0.272274867,0.044706,0.005692,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.000207,0.5,0.018014,0.015374,0.26,0,0.244848365,0.063636,0.008077,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.025697,0.063492,0.026621,0.004208,0.6,0.009062,0.225585125,0.039886,0.005777,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.003834,0.068182,0.004203,0.000616,0.54,0.009566,0.302340453,0.082474,0.004884,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0.002694,0.12,0.001401,0.001255,0.22,0.010092,0.339486822,0.17,0.006297,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.012848,0.04902,0.052842,0.010363,0.55,0.013864,0.235607337,0.07085,0.006359,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.018444,0.054217,0.005204,0.003063,0.28,0.009139,0.221503308,0.077465,0.005204,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.022899,0.128205,0.015012,0.00353,0.35,0.009913,0.243691645,0.12069,0.003164,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.000207,0.5,0.006805,0.034359,0.01,0,0.222006347,0.031667,0.00152,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.022796,0.120603,0.041433,0.014455,0.32,0.009741,0.262392012,0.04005,0.004226,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.067247,0.101724,0.023219,0.012176,0.34,0.009151,0.25561407,0.092342,0.006742,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.051601,0.125,0.017414,0.011031,0.33,0.009233,0.253335932,0.152993,0.007962,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.000207,0,0.027222,0.055772,0.08,0,0.218782966,0.013306,0.005116,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.026837,0.040323,0.010008,0.005405,0.38,0.008927,0.230944315,0.053922,0.008329,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.004663,0.046512,0.008807,0.025073,0.23,0.020915,0.289994687,0.016086,0.019159,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.036058,0.089928,0.021217,0.016711,0.19,0.009734,0.238409783,0.03006,0.005246,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.019583,0.065089,0.09968,0.027343,0.37,0.013364,0.190638061,0.031566,0.004138,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0.02694,0.058824,0.022618,0.015297,0.13,0.011269,0.214799724,0.085075,0.002607,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.492799,0.11819,0.017414,0.120624,0.04,0.008798,0.308039747,0.028767,0.007422,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.012848,0.080645,0.022018,0.022779,0.25,0.010204,0.258441048,0.035313,0.008562,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.017408,0.161074,0.01201,0.024241,0.1,0.009441,0.208807563,0.062157,0.005842,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.011294,0.090909,0.005204,0.002207,0.2,0.008746,0.361697449,0.012987,0.071625,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.200083,0.070636,0.034428,0.051983,0.14,0.008801,0.262842759,0.020408,0.006561,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.005906,0.163636,0.001601,0.001794,0.1,0.011132,0.272427682,0.245902,0.003099,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.005803,0.101695,0.027022,0.005771,0.64,0.017274,0.189837794,0.09824,0.00854,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.000518,0.2,0.017214,0.002948,0.43,0,0.241038544,0.082667,0.022268,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.014506,0.091603,0.021017,0.008036,0.46,0.010469,0.136040368,0.060137,0.007112,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.127759,0.066727,0.045837,0.05685,0.12,0.009273,0.263639879,0.031716,0.004482,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.038442,0.087774,0.013811,0.006756,0.28,0.008991,0.262147669,0.165385,0.00477,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.036991,0.068111,0.034227,0.019812,0.22,0.010276,0.219829236,0.044929,0.004206,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.256243,0.06125,0.032026,0.053007,0.17,0.008754,0.297919382,0.027875,0.007593,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.069941,0.074394,0.015612,0.020615,0.13,0.008939,0.274212088,0.050575,0.004812,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.034193,0.096654,0.056445,0.014835,0.51,0.011501,0.220053339,0.052166,0.006924,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.02549,0.064655,0.023619,0.008242,0.31,0.009154,0.246469189,0.105263,0.003876,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.048285,0.11655,0.075661,0.083673,0.22,0.010153,0.241750645,0.02439,0.007739,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.030049,0.094862,0.009608,0.006535,0.16,0.00918,0.27833654,0.092527,0.003107,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.168273,0.115892,0.149319,0.16033,0.11,0.010115,0.207166368,0.00823,0.004478,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.005699,0.054545,0.044035,0.012849,0.29,0.022216,0.216934432,0.027003,0.004278,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.088903,0.09732,0.019416,0.041486,0.15,0.009378,0.241724679,0.049566,0.01011,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.011605,0.072727,0.077262,0.022803,0.18,0.016278,0.188989569,0.031474,0.002644,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.090042,0.07989,0.045436,0.047958,0.19,0.009701,0.203706381,0.019108,0.006547,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.019894,0.044444,0.058046,0.007641,0.7,0.012222,0.203721634,0.042714,0.007616,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.062895,0.114583,0.021817,0.015994,0.34,0.009241,0.254976635,0.106667,0.011049,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.031396,0.05042,0.069255,0.015383,0.43,0.012346,0.179769142,0.035398,0.004353,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.001554,0,0.051041,0.029997,0.06,0.010496,0.216560344,0.009847,0.000714,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.024661,0.036082,0.043635,0.007247,0.59,0.012502,0.204648969,0.039653,0.005247,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0.190136,0.06383,0.042434,0.043553,0.13,0.009263,0.204269104,0.041543,0.004052,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.108072,0.05,0.056845,0.032031,0.28,0.008889,0.211227824,0.021519,0.005695,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.002383,0.08,0.002602,0.000264,0.43,0.012828,0.383191302,0.166667,0.00551,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.042897,0.117188,0.05024,0.017552,0.5,0.009387,0.201772446,0.103281,0.00853,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.149518,0.056785,0.010608,0.030512,0.07,0.008791,0.293747102,0.067873,0.005302,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0258,0.056911,0.029023,0.008497,0.51,0.010379,0.248913165,0.10802,0.007722,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0.096259,0.118215,0.050841,0.022178,0.5,0.008898,0.24226983,0.057627,0.009235,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.151383,0.130467,0.233587,0.157921,0.12,0.012363,0.156340659,0.024199,0.002952,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0.054813,0.063559,0.176141,0.014619,0.88,0.009003,0.165785165,0.010584,0.014003,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.015024,0.09589,0.023819,0.007641,0.29,0.01152,0.219746121,0.084437,0.003306,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.00259,0.04,0.031225,0.007992,0.49,0.016946,0.231401426,0.076324,0.006042,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.005906,0.096154,0.017014,0.016691,0.11,0.031606,0.176604553,0.022436,0.003531,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.029945,0.050633,0.023018,0.084135,0.05,0.010653,0.203539509,0.016212,0.005375,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.136877,0.105971,0.022218,0.027237,0.15,0.008884,0.275316067,0.051813,0.005988,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.09512,0.102041,0.073058,0.040663,0.17,0.010295,0.182875802,0.031714,0.003501,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.004248,0.12,0.071457,0.022274,0.35,0.043732,0.191822559,0.028221,0.005985,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.116361,0.099482,0.042234,0.024857,0.26,0.008964,0.22959075,0.026667,0.005068,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.26878,0.086525,0.019616,0.20209,0.01,0.008942,0.315878218,0.026352,0.004146,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.025904,0.102459,0.030424,0.084289,0.07,0.009555,0.272445751,0.050921,0.006294,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.017718,0.234848,0.036029,0.010579,0.24,0.011845,0.217975478,0.073421,0.002247,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0.038338,0.10137,0.028423,0.232943,0.03,0.008958,0.17469221,0.034483,0.005783,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.003937,0.181818,0.071457,0.022885,0.32,0.038834,0.195295619,0.027744,0.00557,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.085587,0.047256,0.077862,0.045732,0.26,0.010493,0.227351856,0.0329,0.005647,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.010258,0.061224,0.024219,0.003381,0.63,0.009493,0.28681398,0.07868,0.005714,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.038442,0.091398,0.033227,0.015566,0.35,0.0092,0.217112226,0.061745,0.006446,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.087659,0.093915,0.022818,0.020466,0.24,0.008923,0.290712226,0.050328,0.00859,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.050876,0.069212,0.055444,0.053921,0.12,0.010688,0.186346352,0.023566,0.004348,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.004248,0.02439,0.017214,0.011868,0.18,0.036686,0.170238437,0.017073,0.003697,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.011501,0.136364,0.006605,0.001765,0.35,0.009817,0.295230678,0.142857,0.013162,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.031914,0.0875,0.009207,0.013902,0.13,0.009161,0.228693715,0.063291,0.004911,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.011398,0.070796,0.039632,0.01774,0.37,0.011568,0.215729104,0.085929,0.006511,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.045177,0.058824,0.01241,0.013152,0.15,0.009279,0.258944312,0.106695,0.004987,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.036784,0.070621,0.028223,0.218531,0.03,0.008908,0.17252791,0.025,0.005976,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.057818,0.112727,0.026221,0.014854,0.33,0.008762,0.236067013,0.037838,0.006603,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.113149,0.066941,0.045637,0.049564,0.15,0.009523,0.17069991,0.020258,0.004927,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.113253,0.081269,0.009007,0.027487,0.04,0.00902,0.272259014,0.036866,0.003122,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.000207,0.25,0.000801,0.018562,0.01,0,0.418495514,0.107143,0.010101,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.063724,0.039623,0.017414,0.012527,0.16,0.009362,0.230911597,0.03125,0.003444,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.015128,0.085106,0.099079,0.053604,0.3,0.016013,0.1918801,0.039242,0.006699,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
